COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME,naics_code_final,comment,submission_time,naics_title_final,co2e_per_dollar_final,bea_code_final
8055,"Nameplates, Plastic",Name Plate  Wood Grain with all white letters capitalized  MELANIE BARNES,Namplates,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
6653555,"PANELS AND BEAMS, FIBERGLASS, USED IN EMERGENCIES",,modular parts for AZW,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
3778,"Souvenirs: Promotional, Advertising, etc.",Custom BadgeReel (Navy Blue - Austin PD Logo),Custom Lanyard and Badge Reel for APD employees,453220,,9/25/24,"Gift, Novelty, and Souvenir Stores",0.163,4B0000
55072,"Stripes and Legends, Plastic, Prefabricated, Refle",89430566LGHS Skid Resistant 90 Mil 2' x 3' Light Green Line(15 feet/pack),Street Marking Material,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
4506155,"PAILS, PLASTIC W/PLASTIC COVER",5 gal pail and lid,5 gal. pail and gamma seal lid.,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
801015,"BADGES, NAME, PREPRINTED, PLASTIC, PIN-ON TYPE",,"name badges, invoice 75901",326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
55072,"Stripes and Legends, Plastic, Prefabricated, Refle","p/n # PM602800    PM125WH Q1 BD 12' ""KEEP"" FHWA",Signs & Markings Inventory Replenish,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
47541481004,GLOVES DISPOSABLE NONSTERILE NITRILE XLARGE,RC LN_____ QTY DEL______ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
8055,"Nameplates, Plastic",,NAMEPLATES,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
8055,"Nameplates, Plastic",,Nameplate - Benefits Office,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
20027101004,GLOVES PVC NITRO 16 IN LG,RC_____QTY DEL_____P/F____B/O____DEL DATE________,material needed at gbsc,339113,,9/25/24,Surgical Appliance and Supplies Manufacturing,0.17,339113
8055,"Nameplates, Plastic",3 metal desk holders @ 3.50 each,office name plates,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
8055,"Nameplates, Plastic","Blue/White One Line Name Plates, 127th Cadet Class,  2 ordered @ $3.00 each",127th Cadet Class name plates,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
55072,"Stripes and Legends, Plastic, Prefabricated, Refle",p/n # 8130203    PM125WH Q2 BD 6' LTR R,Signs & Markings Inventory Replenish,326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
20811,"Application Software, Microcomputer",30922/ QUO-1020773-F0Y9L3 /   DIR-TSO-4315    ProxCard II Proximity cards Employee   Part # 6800205-001-2    *** QUANTITY: SIX HUNDRED (600) ***,30922 / Proximity Badges / CTM,511210,,9/25/24,Software Publishers,0.097,511200
8055,"Nameplates, Plastic",13 2x10 One line nameplates - $3.25 ea,"Nameplates, Desk/wall holders",326199,,9/25/24,All Other Plastics Product Manufacturing,0.403,326190
20087930049,TROUSERS TACTICAL 65/35 POLY RAYON MENS 35X32,,Tactical Pants FSMMNS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201056,JEAN BLUE MENS SIZE 32 X 28,PD60PW,BLUE JEANS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20045100002,RAINSUIT HOODED W/OVERALLS YELLOW 2XL,RC LN______ QTY DEL______ P/F_____ B/O_____ DEL DATE___________,MATERIAL NEEDED AT WBSC,315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20084201022,JEAN BLUE MENS SIZE 34 X 36,PD60PW Jean Blue Mens Size 34 X 36,Blue Jeans (Backorders),315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084113161,SHIRT GOLF 100% COA LOGO GREY MEDIUM,,Golf Shirts 50/50 and 100% cotton,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092,Work Clothes,NATHAN RASMUSSEN & JANELLE BOONE,UNIFORM NATHAN RASMUSSEN & JANELLE BOONE,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
34508,"Clothing and Belts, Safety (Not Automotive)(See 34",Size M,High Vis Shirts For F1/ A. Forcier,315990,,9/25/24,Apparel Accessories and Other Apparel Manufacturing,0.145,315000
20092930094,TROUSERS WORK 100% COTTON POSTMAN BLUE 34,PC20PB TROUSERS WORK 100% COTTON POSTMAN BLUE 34,Postman blue and Navy pants,315220,,9/26/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20085,"Uniforms, Blended Fabric",Uniforms for Signals employee Julian Houser  2 @ 36.50 ea #10CG- 13  Wrangler Ripstop Cargo Pants 100% Cotton 36X30,Uniforms,315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20092,Work Clothes,BLAJE HARDY,UNIFORM BLAKE HARDY,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072,"CLOTHING: TROUSERS, SUPV AND UNIFORM",,Skull caps w/emb for ACD,315210,,9/25/24,Cut and Sew Apparel Contractors,0.145,315000
2007214,SHIRTS,"Polo Shirt 5.11 Long Sleeve, Black, Size Large, ABIA Logo in Blue W/OPSEC in Gold above logo #72049",Uniform Shirts for Security & Opsec,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201016,JEAN BLUE MENS SIZE 33 X 32,PD60PW Jean Blue Mens Size 33 X 32,BLUE JEANS FIRM ORDER,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092930072,TROUSERS WORK POSTMAN BLUE SZ 34X34,,firm order coa dept,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20015311001,COVERALL DISPOSABLE LT. FABRIC LARGE W/COLLAR,RC LN______DEL DATE______P/F____B/O____DEL DATE_______,material needed at awwbsc,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092800025,SHIRT WORK MEN S/S PETROLBLU 2XL,US COMMUNITIES CONTRACT # A1465-10,"Work shirts PETROL, POSTMAN BLUE AND WHITE B/O US COMMUNITIE",315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20085,"Uniforms, Blended Fabric",,CLothing/ Toomey,315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20072154053,TROUSERS APD MEN SIZE 40X30,,APD Pants 03/05/10,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
2008570,"SHIRTS, FATIGUE, MEN'S AND WOMEN'S, POLY/COTTON, P",BDU PANTS 65/35 POLY/COTTON RIPSTOP & 100% COTTON  32 PROPPER STYLE F5201-38-330 OD GREEN AND 12 WOODLAND CAMO F5201-55-320 PER ENCLOSED LIST.,BDU SHIRTS AND PANTS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
2008413,JACKET,"3 each Waterproof/Breathable Nylon Jacket # 82001,Royal Blue, Size Medium W/ABIA Logo in White background w/Blue ""A""  $74.99","Jackets for Finance, IT, and Properties Reward & Recognition",315280,,9/25/24,Other Cut and Sew Apparel Manufacturing,0.145,315000
20087930048,TROUSERS TACTICAL 65/35 POLY RAYON MENS 35X31,,APD TACTICAL PANTS WITH HEM,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084113123,SHIRT GOLF COA LOGO NAVY XLARGE,,Golf Shirts 50/50 and 100% cotton,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092770060,SHIRT WORK MEN L/S POSTMAN BLUE 2XL-LN,US COMMUNITIES CONTRACT # A1465-10,Work Shirts and Navy Pants US COMMUNITIES CONTRACT # A1465-1,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092930033,TROUSERS WORK NAVY SZ 32x30,PT10NV TROUSERS WORK NAVY SZ 32x30,Work pants Navy/Postmanblue and Uniform Black pants,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20085,"Uniforms, Blended Fabric",Uniform services/rental GBSC for Water - DSM,uniform services....lunar,315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20084201033,JEAN BLUE MENS SIZE 40 X 34,PD60PW Jean Blue Mens Size 40 X 34,BLUE JEANS BACK ORDERS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20087930018,TROUSERS TACTICAL  65/35 POLY RAYON MENS SZ 35,,apd stock,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20021,"CLOTHING: ATHLETIC, CASUAL, DRESS, UNIFORM, WEATHER AND WORK",Champion Style C81878ST  Size XX-Large,"Gym Shorts, AFD",315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084113053,SHIRT GOLF 50/50 SMALL - XLARGE GENERAL,wireless office - size Large Gray 50/50,golf shirts gary Allen / M Boyd,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092770061,SHIRT WORK MEN L/S POSTMAN BLUE 3XL-REG,SP14PB Shirt Work Men L/S PostmanBlue 3XL-Reg,Blue and Petrol blue shirts,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201011,JEAN BLUE MENS SIZE 32 X 30,PD60PW,BLUE JEANS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092,Work Clothes,DOUGLAS BELL,UNIFORM DOUGLAS BELL,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201012,JEAN BLUE MENS SIZE 32 X 32,PD60PW Jean Blue Mens Size 32 X 32,Blue jeans Firm Order,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
34592502002,VEST LITE MESH MINNESOTA STYLE YELLOW LARGE,RC LN______ QTY DEL______ P/F_____ B/O______ DEL DATE___________,material needed at wbsc,315280,,9/26/24,Other Cut and Sew Apparel Manufacturing,0.145,315000
20092,Work Clothes,qty of 2 Hi Vis Shirts/Hoodie-COA Logo   Sweatshirt w/Zipper,Hi Vis Shirts/Hoodie,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20085,"Uniforms, Blended Fabric",,uniform rental for maint,315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20086730038,Shirts Uniform Dress Men Ls 100% Cotton NFPA Blue XL-Xlong,17.5 X 36/37 SLEEVE,back order AFD,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,Master Agreement for PARD for various sizes & style of t-shirt and  caps    59 ea. T-Shirts @ $4.67 ea.  41 ea. T-Shirts @ $4.89 ea.  10 ea. Jersey Polos @ $6.28 ea.  2 ea. Jersey Polos @ $7.86 ea.  1 ea. Sport shirt @ $9.36 ea.  For Vollyball players and coach  Quote #9053  Quote Date 07/02/14  PARD contact person is Clay Shelton @ 512-974-6091,"T-Shirts, Polos, Sport Shirts",315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
2008463,"SHIRTS, WORK, SHORT SLEEVE, FLAME RESISTANT, MALE",SEE LINE 1 - In Descriptions for Specs:    Type - Short Sleeve  Color - Tan  Size - X- Large   Total 80ea,FR Drifire Shirts Short Sleeve,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20085,"Uniforms, Blended Fabric",R3950: Uniform Rental/Laundry- Litter Abatement,R3950: Uniform Rental/Laundry-Litter Abatement Oct-2015,315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20087930063,TROUSERS TACTICAL 65/35 POLY RAYON MENS 38X31,,APD Migration Tactical Pants B/O,315280,,9/25/24,Other Cut and Sew Apparel Manufacturing,0.145,315000
20044,"Pants, Slacks, Trousers, Shorts, Jeans, etc.",TACTICAL PANTS (BLACK)- 5.11 # 74158 OR BUYER APPROVED EQUAL,PATROL JACKET & TACTICAL PANTS FOR OPSEC,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20086860010,Trouser Uniform 100% Cotton NFPA Men Plain Pockets Sz38,,firm order,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,PR 2019-10263  PARD AD Department-Logo Jacket;  For identification purposes    Contact Gloria Saucedo  512 974-6736    Refer to quote 23355    1 ea Rugged Ripstop Soft Shell Jacket @ $65.49    Total $65.49,PARD AD Department-Logo Jacket,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20018100002,COAT BLAZER MEN NONSTOCK#1,COMMANDER COAT 54 REG. SIZE REQUESTED BY CUSTOMER. ASSISTANT CHIEF (2) GOLD BRAIDS. ALTER SLEEVES BEFORE SEWING BRAIDS.,Commander HUTTO 1388,315220,,9/26/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20087930038,TROUSERS TACTICAL 65/35 POLY RAYON MENS 33X31,,Tactical Pants FSMMNS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201037,JEAN BLUE MENS SIZE 42 X 34,US COMMUNITIES CONTRACT # A1465-10,Blue Jeans US COMMUNITIES CONTRACT # A1465-10,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
2007283,"SHIRTS, SHORT SLEEVE, UNIFORM, MALE, 100% POLYESTE","Hot Weather Shirts, Short Sleeve Shirt, Bratwear: SHT-CD02DN,   Sizes and Names to be coordinated with Police Equipment Manager Cesar Magdaleno or Police Equipment Supervisor Gabriel Gonzalez",Hot Weather Shirts for APD Patrol,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072,"CLOTHING: TROUSERS, SUPV AND UNIFORM","Item # S48 139 12 - LawPro 48"" Reversible Deluxe Raincoat, Blk/XL",Uniform Shirts with ABIA Logo--to replace PO *9617*,315210,,9/25/24,Cut and Sew Apparel Contractors,0.145,315000
20072,"CLOTHING: TROUSERS, SUPV AND UNIFORM","(3)  Bates 6 Inch Zipper Boot, Style # SP930, Sizes 7 Wide, 9 Medium & 11 Medium $87.99",Footwear for Security personnel,315210,,9/25/24,Cut and Sew Apparel Contractors,0.145,315000
20072152037,SHIRT UNIFORM L/S APD NAVY SZ 17-1/2 X 36/37,,Firm order apd,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092770057,SHIRT WORK MEN L/S POSTMAN BLUE XL-LN,SP14PB Shirt Work Men L/S PostmanBlue XL-Long,WORK SHIRTS for B/O,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20085,"Uniforms, Blended Fabric",,Jan. 2013 - BSD Order (Shirts),315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,"Master Agreement for PARD for various sizes & style of t-shirt and  caps    Flagg Football T-Shirts for Barbara Jordan  Gildan #5000 Adult Cotton Tee  Color Black  6 (M), 6 (L) @ $5.39 ea.  Color Gold  6 (L), 6(XL) @ $5.39 ea.  Gildann #5000 Adult Cotton Tee  Color Black  2 (3X) @ $7.08 ea.  Color Gold  1 (3X) @ $7.08 ea.",24 Flagg Football T-Shirts for Barbara Jordan,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092800039,SHIRT WORK MEN SHORT SLEEVE WHITE 2XL,,firm order coa shirts,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,"Epidemiology & Public Health Preparedness Shirts. Quote #18522. Blue Frost District Made Mens Perfect Tri Crew Tee - (10) DM130_xs (xs) @ $5.99/ea = $59.90; (395) DM130 (25 S, 115 M, 125 L, and 130 XL) @ 5.99/ea = $2,366.05; (50) DM130_2x (XXL) @6.99/ea = $349.50; (40) DM130_3x (XXXL) @ $8.99 = $359.60; and (15) DM130_4x (XXXXL) @ $9.99/ea = $149.85. Requested by Chris Crookham on 08.18.17. Approved by Courtney Colter on 08.18.17.",Epidemiology & Public Health Preparedness Shirts,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20087930060,TROUSERS TACTICAL 65/35 POLY RAYON MENS 37X33,,Tactical Pants FSMMNS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201040,JEAN BLUE MENS SIZE 44 X 32,,firm order coa jeans,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072140022,"SHIRTS, TEE, ANSI/ISEA 107-2010 CL-3, DRI-FIT LIME, SS, XLAR",RC LN______ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,material needed at gbsc,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
2007272,"SHIRTS, LONG SLEEVE, UNIFORM, MALE, POLY/COTTON BL",BDU OD GREEN PROPER F5452-38-330 SIZES 8-MED-REG AND 4 - LARGE-REG,BDU SHIRTS AND TROUSERS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201031,JEAN BLUE MENS SIZE 40 X 30,PD60PW Jean Blue Mens Size 40 X 30,Blue jeans Firm Order,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072152011,SHIRT UNIFORM L/S APD NAVY SZ 14-14 1/2 x32,,apd cadet class 121,315240,,9/26/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20072,"CLOTHING: TROUSERS, SUPV AND UNIFORM",(4) EA Sport-Tek: SAT473SS Dry Zone Short Sleeve Raglan T-shirt Black 2XL $13.60,Uniforms for new cashiers ACCD Garage,315210,,9/25/24,Cut and Sew Apparel Contractors,0.145,315000
20092770098,SHIRT WORK MEN L/S 100% COT POSTMANBLU 2XL-LN,SC30PB Shirt Work Men L/S 100% Cot PostmanBlue 2XL-Long,Blue shirts 65/35 and 100% cotton,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072152031,SHIRT UNIFORM L/S APD NAVY SZ 17 X 35,,74 SHIRTS SHORT AND LONG SLEEVE FOR 120 CADET CLASS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072,"CLOTHING: TROUSERS, SUPV AND UNIFORM",CAPTAIN NAME TAGS QTY 35,captain name tags,315210,,9/25/24,Cut and Sew Apparel Contractors,0.145,315000
34592502011,SAFETY VEST TWO TONE STYLE YELLOW  3XLRG (54-56) IN,RC LN___ QTY DEL___ P/F____ B/O___ DEL DATE______,material needed atgbsc,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072152034,SHIRT UNIFORM L/S APD NAVY SZ 17-1/2 X 33,,APD SHIRTS SHORT AND LONG SLEEVE,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20087930013,TROUSERS TACTICAL 65/35 POLY RAYON MENS SZ 30,,cadet apd 120,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20087930047,TROUSERS TACTICAL 65/35 POLY RAYON MENS 35X30,,Tactical Pants FSMMNS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092770063,SHIRT WORK MEN L/S POSTMAN BLUE 4XL-REG,,firm order coa shirts,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092901003,TROUSERS UNIF MEN BLACK 65/35 POLY/COTTON SZ 32,,Black Dickies ACCD,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092930037,TROUSERS WORK NAVY SZ 34x32,PT10NV,Work Pants Navy and Postman Blue,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092930043,TROUSERS WORK NAVY SZ 38x32,US COMMUNITIES CONTRACT # A1465,Work Shirts and Navy Pants US COMMUNITIES CONTRACT # A1465-1,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072,"CLOTHING: TROUSERS, SUPV AND UNIFORM","39 cadet jackets and one ff jacket total 40 jackets @ $320.00. AFD contract spec - Gerber 30A1-AFD Ecliple Winter Jacket with zip out fleece liner. Screen printing on back of outer shell, 4 patches and 2 custom name tabs per unit.",jackets for cadet class 113,315210,,9/25/24,Cut and Sew Apparel Contractors,0.145,315000
20018100002,COAT BLAZER MEN NONSTOCK#1,"Commander Coat 46 tall  ""BAKER""",Commander Baker Uniform,315220,,9/26/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20087930013,TROUSERS TACTICAL 65/35 POLY RAYON MENS SZ 30,30x30,Tactical Pants FSMMNS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20087860007,TROUSERS UNIFORM MEN 100% POLYESTER SIZE 40,"HEM INSEAM TO 31""",firm order coa coverall and shorts,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072152037,SHIRT UNIFORM L/S APD NAVY SZ 17-1/2 X 36/37,,firm order cadet class 119 in august,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
34592502004,VEST LITE MESH MINNESOTA STYLE YELLOW 2X LARGE,RC LN____ QTY DEL___ P/F___ B/O____ DEL DATE_______,material needed at awgbsc,315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20070850014,SHIRTS-T ANSI/ISEA 107-2010 CLASS 3 LIME L/L 2XL,RC LN_____ QTY DEL_____ P/F____ B/O_____ DEL DATE_________,material needed at wbsc,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20021,"CLOTHING: ATHLETIC, CASUAL, DRESS, UNIFORM, WEATHER AND WORK",Champion Style C81878ST  Size X-Large,"Gym Shorts, NAVY for Restock *NEW LOGO",315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20070850007,SHIRTS-T ANSI/ISEA 107-2004 CLASS 3 LIME S/S 4XL,IRON HORSE AXHT 3L-P,T-SHIRTS LIME GREEN B/O,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092770059,SHIRT WORK MEN L/S POSTMAN BLUE 2XL-REG,SP14PB Shirt Work Men L/S PostmanBlue 2XL-Reg,WORK SHIRTS for B/O,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092800066,SHIRT MEN 100% COT S/S POSTMANBLU 3XL W/LN BODY,SC40PB SHIRT MEN 100% COT S/S POSTMANBLU 3XL W/LN BODY,Work 100% blue s/s sleeves,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20085,"Uniforms, Blended Fabric",R3140: Uniform Rental/ Street Cleaning Jan.2017 - Sept 2017,R3140: Uniform Rental/ Street Cleaning Jan.2017 - Sept 2017,315240,,9/25/24,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",0.145,315000
20044600001,PANTS CARGO MEN'S,34x27 (5) 34x28 (5) 34x29 (10) 34x30 (10) 34x32 (20) 34x33 (5),Cargo Pants ACCD,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20070850006,SHIRTS-T ANSI/ISEA 107-2004 CLASS 3 LIME S/S 3XL,IRON HORSE AXHT 3L-P,Firm Order,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092800019,SHIRT WORK MEN S/S PETROLBLU MEDIUM,SP24MB Shirt Wk Men S/S PetrolBlue Med,Blue shirts 65/35 and 100% cotton,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092,Work Clothes,"qty 16 @ $70.85 ea Total Cost $1,133.60 for Blauer Colorblock Performance Polo Shirt Royal/Navy: SS 16 2XL Reg",Various Uniform Shirts/Ground Transportation,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20072152035,SHIRT UNIFORM L/S APD NAVY SZ 17-1/2 X 34,,APD SHIRTS SHORT AND LONG SLEEVE,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201036,JEAN BLUE MENS SIZE 42 X 32,Reference US COMMUNITIES CONTRACT # A1465-10,Blue Jeans,315220,,9/26/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20045100008,RAINSUIT HOODED W/OVERALLS YELLOW XLARGE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 3/12/2018,MSC QIA material for Glen Bell warehouse,315280,,9/25/24,Other Cut and Sew Apparel Manufacturing,0.145,315000
20084201016,JEAN BLUE MENS SIZE 33 X 32,PD60PW Jean Blue Mens Size 33 X 32,Blue Jeans (Backorders),315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201009,JEAN BLUE MENS SIZE 31 X 34,PD60PW,BLUE JEANS,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084113047,SHIRT GOLF 100% SMALL- XL GENERAL,wireless office -  size large Black,golf shirts gary Allen / M Boyd,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20084201019,JEAN BLUE MENS SIZE 34 X 30,,Blue jeans  us communities cont.# A1465-10,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20092,Work Clothes,Quote # 9801  Polo shirts for the Purchasing Office.   Men S/S performance pro polo shirt-Navy (XS -3)  Men S/S performance pro polo shirt-Navy (S -5)  Blauer Mns. performance S/S polo shirt      (M -13)  Men S/S performance pro polo shirt-Navy  (L -9)  Blauer Mns. performance S/S polo shirt      (XL-4)  Blauer Mns. performance S/S polo shirt      (XLT-1)  Blauer Mns. performance S/S polo shirt       (2XL -1)  Men S/S performance pro polo shirt-Navy  (3XL -3)  Men S/S performance pro polo shirt-Navy  (4XL -2)  COA Embroider Logo Qty. of 41,Polo shirts for the Purchasing Office,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20015311001,COVERALL DISPOSABLE LT. FABRIC LARGE W/COLLAR,RC LN___ QTY DEL___ P/F____ B/O___ DEL DATE_______,material needed at awbsc,315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
20086760023,Shirts Uniform 100% Cotton NFPA Blue Short Sleeve XLrg,,FIRE BLUE SHIRTS (Back orders),315220,,9/25/24,Men's and Boys' Cut and Sew Apparel Manufacturing,0.145,315000
